id,firstName,lastName,maidenName,age,gender,email,phone,username,password,birthDate,image,bloodGroup,height,weight,eyeColor,hair,ip,address,macAddress,university,bank,company,ein,ssn,userAgent,crypto,role
22,Elijah,Stewart,,34,male,elijah.stewart@x.dummyjson.com,+44 468-357-7872,elijahs,elijahspass,1991-10-22,https://dummyjson.com/icon/elijahs/128,A-,195.33,81.64,Blue,"{'color': 'Purple', 'type': 'Straight'}",23.87.135.62,"{'address': '1701 Eighth Street', 'city': 'Columbus', 'state': 'Illinois', 'stateCode': 'IL', 'postalCode': '31585', 'coordinates': {'lat': -54.833799, 'lng': -174.504027}, 'country': 'United States'}",75:17:c6:35:fc:6d,Georgetown University,"{'cardExpire': '05/28', 'cardNumber': '3648138556543460', 'cardType': 'Diners Club International', 'currency': 'EUR', 'iban': 'DE82018985741195770313'}","{'department': 'Legal', 'name': 'Langworth Group', 'title': 'Business Analyst', 'address': {'address': '155 Ninth Street', 'city': 'Washington', 'state': 'South Dakota', 'stateCode': 'SD', 'postalCode': '19039', 'coordinates': {'lat': 61.279254, 'lng': -12.607767}, 'country': 'United States'}}",520-394,287-380-801,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
23,Chloe,Morales,,40,female,chloe.morales@x.dummyjson.com,+92 468-541-7133,chloem,chloempass,1985-4-21,https://dummyjson.com/icon/chloem/128,O+,185.07,63.97,Brown,"{'color': 'Red', 'type': 'Kinky'}",66.78.20.21,"{'address': '401 Fourth Street', 'city': 'Dallas', 'state': 'New Jersey', 'stateCode': 'NJ', 'postalCode': '54972', 'coordinates': {'lat': -30.190759, 'lng': -58.705979}, 'country': 'United States'}",fc:f:29:e1:37:b8,Syracuse University,"{'cardExpire': '09/30', 'cardNumber': '347036238254235', 'cardType': 'American Express', 'currency': 'CNY', 'iban': 'DE77762461851744284392'}","{'department': 'Sales', 'name': 'Grady LLC', 'title': 'Database Administrator', 'address': {'address': '269 Third Street', 'city': 'Houston', 'state': 'North Carolina', 'stateCode': 'NC', 'postalCode': '10385', 'coordinates': {'lat': 40.098115, 'lng': -1.762972}, 'country': 'United States'}}",913-597,938-883-163,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
24,Mateo,Nguyen,,31,male,mateo.nguyen@x.dummyjson.com,+1 341-597-6694,mateon,mateonpass,1994-6-2,https://dummyjson.com/icon/mateon/128,O+,174.29,59.98,Red,"{'color': 'Purple', 'type': 'Wavy'}",192.57.144.7,"{'address': '1578 Fourth Street', 'city': 'Columbus', 'state': 'Missouri', 'stateCode': 'MO', 'postalCode': '20673', 'coordinates': {'lat': -32.828675, 'lng': -82.557354}, 'country': 'United States'}",a7:26:10:7a:36:29,Columbia University,"{'cardExpire': '12/29', 'cardNumber': '4021840414995098', 'cardType': 'Visa', 'currency': 'CAD', 'iban': 'DE43275561962007561223'}","{'department': 'Accounting', 'name': 'Spinka LLC', 'title': 'Business Analyst', 'address': {'address': '1967 Jefferson Street', 'city': 'Dallas', 'state': 'Louisiana', 'stateCode': 'LA', 'postalCode': '78527', 'coordinates': {'lat': 75.982676, 'lng': 164.459743}, 'country': 'United States'}}",229-249,416-877-230,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.69 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
25,Harper,Kelly,Evans,28,female,harper.kelly@x.dummyjson.com,+92 518-863-2863,harpere,harperepass,1997-3-3,https://dummyjson.com/icon/harpere/128,AB-,184.32,81.69,Amber,"{'color': 'Red', 'type': 'Curly'}",174.111.61.162,"{'address': '1591 Adams Street', 'city': 'Philadelphia', 'state': 'New York', 'stateCode': 'NY', 'postalCode': '69521', 'coordinates': {'lat': -26.832913, 'lng': -75.445017}, 'country': 'United States'}",b:ff:33:67:94:e4,Boston College,"{'cardExpire': '06/27', 'cardNumber': '4488823564436432', 'cardType': 'Visa', 'currency': 'EUR', 'iban': 'ES5874149276753342261515'}","{'department': 'Legal', 'name': 'Leffler, Rolfson and Becker', 'title': 'Business Development Manager', 'address': {'address': '16 Maple Street', 'city': 'Austin', 'state': 'North Carolina', 'stateCode': 'NC', 'postalCode': '68274', 'coordinates': {'lat': -15.423746, 'lng': 149.298887}, 'country': 'United States'}}",592-557,209-544-548,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
26,Evelyn,Gonzalez,,36,female,evelyn.gonzalez@x.dummyjson.com,+61 708-508-4638,evelyng,evelyngpass,1989-2-5,https://dummyjson.com/icon/evelyng/128,O+,168.94,58.47,Red,"{'color': 'Black', 'type': 'Wavy'}",42.52.74.232,"{'address': '1065 Lincoln Street', 'city': 'Dallas', 'state': 'Maine', 'stateCode': 'ME', 'postalCode': '84898', 'coordinates': {'lat': 67.768359, 'lng': 71.268643}, 'country': 'United States'}",89:5e:5a:2a:72:42,Washington University in St. Louis,"{'cardExpire': '08/28', 'cardNumber': '6011735364912274', 'cardType': 'Discover', 'currency': 'CAD', 'iban': 'DE27147353096476220032'}","{'department': 'Accounting', 'name': 'Tromp, Gaylord and Weber', 'title': 'Project Manager', 'address': {'address': '584 Ninth Street', 'city': 'Jacksonville', 'state': 'Wisconsin', 'stateCode': 'WI', 'postalCode': '45633', 'coordinates': {'lat': 26.014021, 'lng': 40.572436}, 'country': 'United States'}}",569-275,487-680-127,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
27,Daniel,Cook,,42,male,daniel.cook@x.dummyjson.com,+44 254-761-6843,danielc,danielcpass,1983-12-25,https://dummyjson.com/icon/danielc/128,AB+,186.21,83.72,Brown,"{'color': 'Blonde', 'type': 'Curly'}",1.61.73.142,"{'address': '1163 Pine Street', 'city': 'Los Angeles', 'state': 'Nevada', 'stateCode': 'NV', 'postalCode': '58781', 'coordinates': {'lat': -3.456681, 'lng': -134.937482}, 'country': 'United States'}",6e:73:dc:3a:85:10,Columbia University,"{'cardExpire': '05/29', 'cardNumber': '5485409595328150', 'cardType': 'Mastercard', 'currency': 'NZD', 'iban': 'DE71341603969952506034'}","{'department': 'Support', 'name': 'Morissette, Baumbach and Auer', 'title': 'Legal Counsel', 'address': {'address': '938 Fifth Street', 'city': 'San Francisco', 'state': 'South Dakota', 'stateCode': 'SD', 'postalCode': '45305', 'coordinates': {'lat': 21.323588, 'lng': -83.531427}, 'country': 'United States'}}",585-905,645-515-583,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:97.0) Gecko/20100101 Firefox/97.0,"{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
28,Lily,Lee,Brown,30,female,lily.lee@x.dummyjson.com,+1 808-757-9867,lilyb,lilybpass,1995-12-3,https://dummyjson.com/icon/lilyb/128,AB-,181.42,51.49,Gray,"{'color': 'Purple', 'type': 'Straight'}",67.184.255.96,"{'address': '1946 Oak Street', 'city': 'Phoenix', 'state': 'Massachusetts', 'stateCode': 'MA', 'postalCode': '41540', 'coordinates': {'lat': -9.87059, 'lng': -72.336845}, 'country': 'United States'}",18:b6:c7:a:50:3f,Johns Hopkins University,"{'cardExpire': '12/28', 'cardNumber': '5551782139834613', 'cardType': 'Mastercard', 'currency': 'CAD', 'iban': 'DE49484285539189712621'}","{'department': 'Product Management', 'name': 'Cremin Inc', 'title': 'Quality Assurance Engineer', 'address': {'address': '1735 Cedar Street', 'city': 'Phoenix', 'state': 'Wyoming', 'stateCode': 'WY', 'postalCode': '85797', 'coordinates': {'lat': 72.231441, 'lng': -158.147245}, 'country': 'United States'}}",229-776,358-185-671,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Edge/97.0.1072.76 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
29,Henry,Hill,,39,male,henry.hill@x.dummyjson.com,+1 240-833-4680,henryh,henryhpass,1986-8-19,https://dummyjson.com/icon/henryh/128,O-,180.25,95.84,Gray,"{'color': 'Black', 'type': 'Straight'}",194.43.55.202,"{'address': '1837 Maple Street', 'city': 'Indianapolis', 'state': 'Delaware', 'stateCode': 'DE', 'postalCode': '81783', 'coordinates': {'lat': 35.498256, 'lng': 154.088476}, 'country': 'United States'}",fa:c3:1b:21:5f:44,University of Illinois--Urbana-Champaign,"{'cardExpire': '11/29', 'cardNumber': '3625097026040498', 'cardType': 'Diners Club International', 'currency': 'EUR', 'iban': 'DE08820336197191865470'}","{'department': 'Services', 'name': 'Gerlach, Funk and Schoen', 'title': 'Sales Manager', 'address': {'address': '1651 Lincoln Street', 'city': 'San Francisco', 'state': 'West Virginia', 'stateCode': 'WV', 'postalCode': '61805', 'coordinates': {'lat': -59.936335, 'lng': -12.405368}, 'country': 'United States'}}",118-957,925-686-100,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
30,Addison,Wright,,33,female,addison.wright@x.dummyjson.com,+1 514-384-3300,addisonw,addisonwpass,1992-1-3,https://dummyjson.com/icon/addisonw/128,B+,179.32,76.93,Brown,"{'color': 'Blonde', 'type': 'Straight'}",11.35.69.81,"{'address': '568 Tenth Street', 'city': 'San Francisco', 'state': 'Montana', 'stateCode': 'MT', 'postalCode': '54698', 'coordinates': {'lat': 20.946052, 'lng': 100.228822}, 'country': 'United States'}",fb:0:94:21:16:c,Syracuse University,"{'cardExpire': '06/28', 'cardNumber': '5274971895809762', 'cardType': 'Mastercard', 'currency': 'PKR', 'iban': 'DE91480955939051635497'}","{'department': 'Services', 'name': 'Kreiger Inc', 'title': 'Human Resources Manager', 'address': {'address': '1173 Eighth Street', 'city': 'San Diego', 'state': 'Michigan', 'stateCode': 'MI', 'postalCode': '85777', 'coordinates': {'lat': 65.324413, 'lng': 87.142893}, 'country': 'United States'}}",415-286,804-492-390,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
31,Gabriel,Adams,,37,male,gabriel.adams@x.dummyjson.com,+91 936-400-4116,gabriela,gabrielapass,1988-9-5,https://dummyjson.com/icon/gabriela/128,B+,181.72,79.14,Green,"{'color': 'Blonde', 'type': 'Curly'}",22.129.163.106,"{'address': '1814 Cedar Street', 'city': 'Charlotte', 'state': 'Indiana', 'stateCode': 'IN', 'postalCode': '21191', 'coordinates': {'lat': 52.410844, 'lng': 23.60067}, 'country': 'United States'}",a6:1e:22:5f:fd:49,Massachusetts Institute of Technology (MIT),"{'cardExpire': '01/27', 'cardNumber': '3588616470416493', 'cardType': 'JCB', 'currency': 'JPY', 'iban': 'DE08956804884867505571'}","{'department': 'Accounting', 'name': 'Miller, Schowalter and Wisozk', 'title': 'Technical Support Engineer', 'address': {'address': '1144 Cedar Street', 'city': 'Columbus', 'state': 'Georgia', 'stateCode': 'GA', 'postalCode': '81421', 'coordinates': {'lat': 9.880888, 'lng': 123.403919}, 'country': 'United States'}}",627-325,281-870-221,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
32,Natalie,Harris,,29,female,natalie.harris@x.dummyjson.com,+49 584-501-9302,natalieh,nataliehpass,1996-7-23,https://dummyjson.com/icon/natalieh/128,AB+,196.7,57.0,Green,"{'color': 'Black', 'type': 'Wavy'}",15.75.88.81,"{'address': '356 Pine Street', 'city': 'San Jose', 'state': 'Mississippi', 'stateCode': 'MS', 'postalCode': '31121', 'coordinates': {'lat': -20.105724, 'lng': 136.91646}, 'country': 'United States'}",96:92:8f:92:af:fe,Washington University in St. Louis,"{'cardExpire': '11/30', 'cardNumber': '6280913845065848', 'cardType': 'UnionPay', 'currency': 'PKR', 'iban': 'DE33352338606183908762'}","{'department': 'Research and Development', 'name': 'Mante LLC', 'title': 'Accountant', 'address': {'address': '898 Seventh Street', 'city': 'Indianapolis', 'state': 'Nebraska', 'stateCode': 'NE', 'postalCode': '16128', 'coordinates': {'lat': 60.587133, 'lng': 14.884213}, 'country': 'United States'}}",444-790,844-175-995,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.3 Safari/605.1.15","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
33,Carter,Baker,,32,male,carter.baker@x.dummyjson.com,+49 787-512-9117,carterb,carterbpass,1993-4-19,https://dummyjson.com/icon/carterb/128,A+,190.96,70.78,Green,"{'color': 'Brown', 'type': 'Straight'}",167.111.147.45,"{'address': '625 Third Street', 'city': 'Denver', 'state': 'Oregon', 'stateCode': 'OR', 'postalCode': '74622', 'coordinates': {'lat': -63.00584, 'lng': 76.189171}, 'country': 'United States'}",35:0:ad:91:5f:f3,Washington University in St. Louis,"{'cardExpire': '04/30', 'cardNumber': '5286984910566529', 'cardType': 'Mastercard', 'currency': 'AUD', 'iban': 'DE50017878346071444444'}","{'department': 'Product Management', 'name': 'Luettgen and Sons', 'title': 'Software Engineer', 'address': {'address': '127 Cedar Street', 'city': 'Washington', 'state': 'South Carolina', 'stateCode': 'SC', 'postalCode': '17426', 'coordinates': {'lat': 71.127142, 'lng': 174.470146}, 'country': 'United States'}}",193-203,927-818-529,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
34,Sofia,Mitchell,,26,female,sofia.mitchell@x.dummyjson.com,+92 957-686-6804,sofiam,sofiampass,1999-11-18,https://dummyjson.com/icon/sofiam/128,O-,186.93,69.14,Red,"{'color': 'Blonde', 'type': 'Curly'}",214.76.55.140,"{'address': '21 Cedar Street', 'city': 'San Francisco', 'state': 'Oregon', 'stateCode': 'OR', 'postalCode': '42411', 'coordinates': {'lat': -44.27707, 'lng': -40.123604}, 'country': 'United States'}",23:b:b2:dd:6:f,University of North Carolina--Chapel Hill,"{'cardExpire': '10/29', 'cardNumber': '6011644388587262', 'cardType': 'Discover', 'currency': 'PKR', 'iban': 'DE22094731078602211293'}","{'department': 'Research and Development', 'name': 'Berge, Reinger and Oberbrunner', 'title': 'Engineer', 'address': {'address': '325 Fourth Street', 'city': 'Indianapolis', 'state': 'California', 'stateCode': 'CA', 'postalCode': '74759', 'coordinates': {'lat': 8.578595, 'lng': -31.731083}, 'country': 'United States'}}",738-442,522-409-302,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
35,Jack,Ward,,30,male,jack.ward@x.dummyjson.com,+91 857-765-4373,jackw,jackwpass,1995-9-23,https://dummyjson.com/icon/jackw/128,B-,198.13,56.73,Hazel,"{'color': 'White', 'type': 'Kinky'}",131.243.182.227,"{'address': '164 Elm Street', 'city': 'Phoenix', 'state': 'Idaho', 'stateCode': 'ID', 'postalCode': '42061', 'coordinates': {'lat': 52.754451, 'lng': 32.383886}, 'country': 'United States'}",33:6c:1c:b8:f5:92,Pepperdine University,"{'cardExpire': '11/29', 'cardNumber': '4756122303786727', 'cardType': 'Visa', 'currency': 'INR', 'iban': 'DE51526648161394223010'}","{'department': 'Legal', 'name': 'Keebler and Sons', 'title': 'Chief Information Officer', 'address': {'address': '1505 Madison Street', 'city': 'Denver', 'state': 'New Hampshire', 'stateCode': 'NH', 'postalCode': '87171', 'coordinates': {'lat': 15.938706, 'lng': 70.153019}, 'country': 'United States'}}",195-420,714-118-525,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/97.0.4692.99 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
36,Harper,Turner,,34,female,harper.turner@x.dummyjson.com,+49 980-340-5333,harpert,harpertpass,1991-1-14,https://dummyjson.com/icon/harpert/128,A+,191.03,70.18,Gray,"{'color': 'Red', 'type': 'Curly'}",102.200.5.180,"{'address': '1964 Fifth Street', 'city': 'Dallas', 'state': 'Utah', 'stateCode': 'UT', 'postalCode': '63361', 'coordinates': {'lat': -41.149882, 'lng': -167.072873}, 'country': 'United States'}",3c:5f:b3:2:1c:5,Boston University,"{'cardExpire': '06/28', 'cardNumber': '4037963159224243', 'cardType': 'Visa', 'currency': 'PKR', 'iban': 'DE87469202063239630716'}","{'department': 'Engineering', 'name': 'Ritchie and Sons', 'title': 'Marketing Manager', 'address': {'address': '1431 Lincoln Street', 'city': 'Denver', 'state': 'Delaware', 'stateCode': 'DE', 'postalCode': '12416', 'coordinates': {'lat': 15.465539, 'lng': -76.452876}, 'country': 'United States'}}",474-323,290-677-251,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
37,Mason,Parker,,35,male,mason.parker@x.dummyjson.com,+61 837-389-4095,masonp,masonppass,1990-4-20,https://dummyjson.com/icon/masonp/128,AB+,171.56,76.25,Hazel,"{'color': 'Gray', 'type': 'Wavy'}",97.184.116.71,"{'address': '419 Elm Street', 'city': 'Seattle', 'state': 'Louisiana', 'stateCode': 'LA', 'postalCode': '20540', 'coordinates': {'lat': -59.018685, 'lng': 82.296555}, 'country': 'United States'}",51:97:60:8b:4a:75,Yale University,"{'cardExpire': '01/27', 'cardNumber': '5279759194646844', 'cardType': 'Mastercard', 'currency': 'NZD', 'iban': 'DE89950192498980441460'}","{'department': 'Engineering', 'name': 'Kihn - Thompson', 'title': 'Developer', 'address': {'address': '345 Tenth Street', 'city': 'Austin', 'state': 'North Dakota', 'stateCode': 'ND', 'postalCode': '15423', 'coordinates': {'lat': -31.021039, 'lng': -102.785277}, 'country': 'United States'}}",509-535,475-408-496,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.93 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
38,Aria,Roberts,,27,female,aria.roberts@x.dummyjson.com,+61 411-514-5320,ariar,ariarpass,1998-3-25,https://dummyjson.com/icon/ariar/128,A-,199.62,88.96,Gray,"{'color': 'Blue', 'type': 'Curly'}",208.86.10.37,"{'address': '560 Fifth Street', 'city': 'Seattle', 'state': 'Rhode Island', 'stateCode': 'RI', 'postalCode': '70664', 'coordinates': {'lat': 36.157244, 'lng': -29.219594}, 'country': 'United States'}",7d:16:14:f8:d5:4,Princeton University,"{'cardExpire': '10/28', 'cardNumber': '372071021242970', 'cardType': 'American Express', 'currency': 'CAD', 'iban': 'DE33897381873184367321'}","{'department': 'Legal', 'name': 'Sanford and Sons', 'title': 'Database Administrator', 'address': {'address': '69 Ninth Street', 'city': 'Chicago', 'state': 'Ohio', 'stateCode': 'OH', 'postalCode': '77252', 'coordinates': {'lat': -1.902962, 'lng': 15.129767}, 'country': 'United States'}}",329-619,631-656-511,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/95.0.4638.54 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
39,Lucas,Gray,,31,male,lucas.gray@x.dummyjson.com,+44 687-435-7119,lucasg,lucasgpass,1994-4-6,https://dummyjson.com/icon/lucasg/128,O-,195.26,88.5,Amber,"{'color': 'Red', 'type': 'Wavy'}",56.97.195.115,"{'address': '590 Lincoln Street', 'city': 'Houston', 'state': 'Wisconsin', 'stateCode': 'WI', 'postalCode': '12506', 'coordinates': {'lat': -50.975209, 'lng': 53.492629}, 'country': 'United States'}",39:83:8b:37:af:6e,Syracuse University,"{'cardExpire': '08/29', 'cardNumber': '6230640220238796', 'cardType': 'UnionPay', 'currency': 'NZD', 'iban': 'DE79239027221761620503'}","{'department': 'Accounting', 'name': 'Fadel Inc', 'title': 'Chief Operating Officer', 'address': {'address': '99 First Street', 'city': 'Columbus', 'state': 'South Dakota', 'stateCode': 'SD', 'postalCode': '81266', 'coordinates': {'lat': -86.557025, 'lng': -154.751446}, 'country': 'United States'}}",883-600,178-343-654,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/96.0.4664.45 Safari/537.36","{'coin': 'Bitcoin', 'wallet': '0xb9fc2fe63b2a6c003f1c324c3bfa53259162181a', 'network': 'Ethereum (ERC20)'}",user
